question_id,question_text,decomposition,program,operators,split
SPIDER_train_4745,"For each product type, return the maximum and minimum price.","return product types ;return prices of  #1 ;return maximum of  #2 for each #1 ;return minimum of  #2 for each #1 ;return #3 ,   #4","[""SELECT['product types']"", ""PROJECT['prices of #REF', '#1']"", ""GROUP['max', '#2', '#1']"", ""GROUP['min', '#2', '#1']"", ""UNION['#3', '#4']""]","['select', 'project', 'group', 'group', 'union']",train
SPIDER_train_4746,What are the maximum and minimum product prices for each product type?,"return product types ;return products of  #1 ;return prices of  #2 ;return maximum of  #3 for each  #1 ;return minimum of  #3 for each  #1 ;return #4 ,  #5","[""SELECT['product types']"", ""PROJECT['products of #REF', '#1']"", ""PROJECT['prices of #REF', '#2']"", ""GROUP['max', '#3', '#1']"", ""GROUP['min', '#3', '#1']"", ""UNION['#4', '#5']""]","['select', 'project', 'project', 'group', 'group', 'union']",train
SPIDER_train_4747,Find the product type whose average price is higher than the average price of all products.,return products ;return prices of  #1 ;return average of  #2 ;return average of  #2 for each #1 ;return #1 where  #4 is  higher than #3 ;return product type of  #5,"[""SELECT['products']"", ""PROJECT['prices of #REF', '#1']"", ""AGGREGATE['avg', '#2']"", ""GROUP['avg', '#2', '#1']"", ""COMPARATIVE['#1', '#4', 'is higher than #3']"", ""PROJECT['product type of #REF', '#5']""]","['select', 'project', 'aggregate', 'group', 'comparative', 'project']",train
SPIDER_train_4748,What is the code of the product type with an average price higher than the average price of all products?,return product types ;return products of #1 ;return prices of #2 ;return average of #3 ;return average of #3 for each #1 ;return #1 where #5 is  higher than #4 ;return code of #6,"[""SELECT['product types']"", ""PROJECT['products of #REF', '#1']"", ""PROJECT['prices of #REF', '#2']"", ""AGGREGATE['avg', '#3']"", ""GROUP['avg', '#3', '#1']"", ""COMPARATIVE['#1', '#5', 'is higher than #4']"", ""PROJECT['code of #REF', '#6']""]","['select', 'project', 'project', 'aggregate', 'group', 'comparative', 'project']",train
SPIDER_train_4749,Find the id and name of the staff who has been assigned for the shortest period.,"return staff ;return #1 who  are  assigned ;return period of  #2 ;return #2 where  #3 is  shortest ;return id of  #4 ;return name of  #4 ;return #5 ,   #6","[""SELECT['staff']"", ""FILTER['#1', 'who are assigned']"", ""PROJECT['period of #REF', '#2']"", ""SUPERLATIVE['min', '#2', '#3']"", ""PROJECT['id of #REF', '#4']"", ""PROJECT['name of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'filter', 'project', 'superlative', 'project', 'project', 'union']",train
SPIDER_train_475,Show all student ids who are older than 20.,return student ids ;return oldness of  #1 ;return #2 that  are  more than  20,"[""SELECT['student ids']"", ""PROJECT['oldness of #REF', '#1']"", ""FILTER['#2', 'that are more than 20']""]","['select', 'project', 'filter']",train
SPIDER_train_4750,What is the id and name of the staff who has been assigned for the least amount of time?,"return staff ;return amount of time assigned of  #1 ;return #1 where #2 is  the   lowest ;return id of #3 ;return name of #3 ;return #4 ,  #5","[""SELECT['staff']"", ""PROJECT['amount of time assigned of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is the lowest']"", ""PROJECT['id of #REF', '#3']"", ""PROJECT['name of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_4751,Return the names and ids of all products whose price is between 600 and 700.,"return products ;return prices of #1 ;return #1 where #2 is at least 600 ;return #1 where #2 is at most 700 ;return #1 in  both #3 and  #4 ;return names of #5 ;return ids of #5 ;return #6 ,  #7","[""SELECT['products']"", ""PROJECT['prices of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is at least 600']"", ""COMPARATIVE['#1', '#2', 'is at most 700']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['names of #REF', '#5']"", ""PROJECT['ids of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_4752,What are the names and ids of products costing between 600 and 700?,"return products ;return cost of  #1 ;return #1 where #2 is  at least 600 ;return #1 where #2 is  at most 700 ;return #1 of  both #3 and  #4 ;return names of  #5 ;return ids of  #5 ;return #6 ,  #7","[""SELECT['products']"", ""PROJECT['cost of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is at least 600']"", ""COMPARATIVE['#1', '#2', 'is at most 700']"", ""INTERSECTION['#1', '#3', '#4']"", ""PROJECT['names of #REF', '#5']"", ""PROJECT['ids of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'intersection', 'project', 'project', 'union']",train
SPIDER_train_4754,What are the distinct ids of customers who made an order after any order that was Cancelled?,return customers ;return #1 who  made an order  after any order that  was Cancelled ;return the  distinct ids of  #2,"[""SELECT['customers']"", ""FILTER['#1', 'who made an order after any order that was Cancelled']"", ""PROJECT['the distinct ids of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4755,What is id of the staff who had a Staff Department Assignment earlier than any Clerical Staff?,return Clerical Staff ;return Staff Department Assignment of #1 ;return when  was  #2 ;return the  lowest of #3 ;return staff besides  #1 ;return Staff Department Assignment of #5 ;return when  was  #6 ;return #5 where #7 is lower than #4 ;return id of #8,"[""SELECT['Clerical Staff']"", ""PROJECT['Staff Department Assignment of #REF', '#1']"", ""PROJECT['when was #REF', '#2']"", ""AGGREGATE['min', '#3']"", ""SELECT['staff']"", ""DISCARD['#5', '#1']"", ""PROJECT['Staff Department Assignment of #REF', '#6']"", ""PROJECT['when was #REF', '#7']"", ""COMPARATIVE['#6', '#8', 'is lower than #4']"", ""PROJECT['id of #REF', '#9']""]","['select', 'project', 'project', 'aggregate', 'select', 'discard', 'project', 'project', 'comparative', 'project']",train
SPIDER_train_4756,Return the id of the staff whose Staff Department Assignment was earlier than that of any Clerical Staff.,return staffs ;return Clerical Staff ;return Staff Department Assignment of #1 ;return Staff Department Assignment of #2 ;return #1 where #3 is  earlier than  any  #4 ;return the  ids of #5,"[""SELECT['staffs']"", ""SELECT['Clerical Staff']"", ""PROJECT['Staff Department Assignment of #REF', '#1']"", ""PROJECT['Staff Department Assignment of #REF', '#2']"", ""COMPARATIVE['#1', '#3', 'is earlier than any #4']"", ""PROJECT['the ids of #REF', '#5']""]","['select', 'select', 'project', 'project', 'comparative', 'project']",train
SPIDER_train_4757,What are the names and ids of customers whose address contains TN?,"return customers ;return addresses of #1 ;return #1 where #2 contains TN ;return names of #3 ;return ids of #3 ;return #4 ,  #5","[""SELECT['customers']"", ""PROJECT['addresses of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'contains TN']"", ""PROJECT['names of #REF', '#3']"", ""PROJECT['ids of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_4758,Return the names and ids of customers who have TN in their address.,"return customers ;return addresses of #1 ;return #1 where #2 has TN ;return names of #3 ;return ids of #3 ;return #4 ,  #5","[""SELECT['customers']"", ""PROJECT['addresses of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'has TN']"", ""PROJECT['names of #REF', '#3']"", ""PROJECT['ids of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_4759,Return the name and gender of the staff who was assigned in 2016.,"return staff ;return #1 assigned in 2016 ;return name of #2 ;return gender of #2 ;return #3 ,  #4","[""SELECT['staff']"", ""FILTER['#1', 'assigned in 2016']"", ""PROJECT['name of #REF', '#2']"", ""PROJECT['gender of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_476,What are the student ids for students over 20 years old?,return students ;return #1 over 20 years old ;return student ids of  #2,"[""SELECT['students']"", ""FILTER['#1', 'over 20 years old']"", ""PROJECT['student ids of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_4760,What are the names and genders of staff who were assigned in 2016?,"return staff ;return #1 who  were assigned in 2016 ;return names of  #2 ;return genders of  #2 ;return #3 ,  #4","[""SELECT['staff']"", ""FILTER['#1', 'who were assigned in 2016']"", ""PROJECT['names of #REF', '#2']"", ""PROJECT['genders of #REF', '#2']"", ""UNION['#3', '#4']""]","['select', 'filter', 'project', 'project', 'union']",train
SPIDER_train_4761,List the name of staff who has been assigned multiple jobs.,return staff ;return jobs assigned of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  multiple ;return names of #4,"[""SELECT['staff']"", ""PROJECT['jobs assigned of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is multiple']"", ""PROJECT['names of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_4762,What are the names of staff who have been assigned multiple jobs?,return staff ;return jobs of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  multiple ;return names of  #4,"[""SELECT['staff']"", ""PROJECT['jobs of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is multiple']"", ""PROJECT['names of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_4763,List the name and phone number of all suppliers in the alphabetical order of their addresses.,"return suppliers ;return names of  #1 ;return phone numbers of  #1 ;return addresses of  #1 ;return #2 ,  #3 ;return #5 sorted by #4 in alphabetical order","[""SELECT['suppliers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['phone numbers of #REF', '#1']"", ""PROJECT['addresses of #REF', '#1']"", ""UNION['#2', '#3']"", ""SORT['#5', '#4', 'in alphabetical order']""]","['select', 'project', 'project', 'project', 'union', 'sort']",train
SPIDER_train_4764,"What are the names and phone numbers for all suppliers, sorted in alphabetical order of their addressed?","return suppliers ;return names of  #1 ;return phone numbers of  #1 ;return addressed of  #1 ;return #2 ,  #3 ;return #5 sorted by #4 in alphabetical order","[""SELECT['suppliers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['phone numbers of #REF', '#1']"", ""PROJECT['addressed of #REF', '#1']"", ""UNION['#2', '#3']"", ""SORT['#5', '#4', 'in alphabetical order']""]","['select', 'project', 'project', 'project', 'union', 'sort']",train
SPIDER_train_4765,What are the phone numbers of all customers and suppliers.,"return customers ;return suppliers ;return #1 ,  #2 ;return phone numbers of  #3","[""SELECT['customers']"", ""SELECT['suppliers']"", ""UNION['#1', '#2']"", ""PROJECT['phone numbers of #REF', '#3']""]","['select', 'select', 'union', 'project']",train
SPIDER_train_4766,Return the phone numbers for all customers and suppliers.,"return customers ;return suppliers ;return #1 ,  #2 ;return phone numbers of #3","[""SELECT['customers']"", ""SELECT['suppliers']"", ""UNION['#1', '#2']"", ""PROJECT['phone numbers of #REF', '#3']""]","['select', 'select', 'union', 'project']",train
SPIDER_train_4767,Return the ids of all products that were ordered more than three times or supplied more than 80000.,"return products ;return times ordered of #1 ;return #1 where #2 is  higher than three ;return times supplied of #1 ;return #1 where #4 is  higher than 80000 ;return #3 ,  #5 ;return ids of #6","[""SELECT['products']"", ""PROJECT['times ordered of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is higher than three']"", ""PROJECT['times supplied of #REF', '#1']"", ""COMPARATIVE['#1', '#4', 'is higher than 80000']"", ""UNION['#3', '#5']"", ""PROJECT['ids of #REF', '#6']""]","['select', 'project', 'comparative', 'project', 'comparative', 'union', 'project']",train
SPIDER_train_4768,What are the ids of all products that were either ordered more than 3 times or have a cumulative amount purchased of above 80000?,"return products ;return #1 ordered more than 3 times ;return #1 that  have  a cumulative amount purchased of  above 80000 ;return ids of  #2 ;return ids of  #3 ;return #4 ,  #5","[""SELECT['products']"", ""FILTER['#1', 'ordered more than 3 times']"", ""FILTER['#1', 'that have a cumulative amount purchased of above 80000']"", ""PROJECT['ids of #REF', '#2']"", ""PROJECT['ids of #REF', '#3']"", ""UNION['#4', '#5']""]","['select', 'filter', 'filter', 'project', 'project', 'union']",train
SPIDER_train_4769,What are id and name of the products whose price is lower than 600 or higher than 900?,"return products ;return prices of  #1 ;return #1 where #2 is  lower than 600 ;return #1 where #2 is  higher than 900 ;return #3 or  #4 ;return id of  #5 ;return names of  #5 ;return #6 ,  #7","[""SELECT['products']"", ""PROJECT['prices of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is lower than 600']"", ""COMPARATIVE['#1', '#2', 'is higher than 900']"", ""UNION['#3', '#4']"", ""PROJECT['id of #REF', '#5']"", ""PROJECT['names of #REF', '#5']"", ""UNION['#6', '#7']""]","['select', 'project', 'comparative', 'comparative', 'union', 'project', 'project', 'union']",train
SPIDER_train_477,"Which city does the student whose last name is ""Kim"" live in?",return students ;return last names of #1 ;return #1 where #2 is  Kim ;return city of #3,"[""SELECT['students']"", ""PROJECT['last names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Kim']"", ""PROJECT['city of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
